Book Title,Author,Publication Year,Genres,Summary,Rating Count,Average Rating,Number of Pages,Best Seller,Film,Saga,Preceded by,Followed by
The Rainmaker (novel),John Grisham,1995,['Legal thriller novel'],"Rudy Baylor is about to graduate from Memphis State Law School. He secures a position with a Memphis law firm but loses the job when the firm is bought out by the large Memphis law firm Tinley Britt. As one of the few members of his class without a job lined up, a desperate Rudy is introduced to J. Lyman ""Bruiser"" Stone, a ruthless but successful ambulance chaser, who makes him an associate. To earn his fee, Rudy is required to hunt for potential clients at the local hospital and sign them up to personal injury lawsuits. He is introduced to Deck Shifflet, a less-than-ethical former insurance assessor who received a law degree but doesn't practice law, having failed to pass the bar exam six times.
",,,434,False,True,,,
The Partner (Grisham novel),John Grisham,1997,['Legal thriller'],"It's been four years since Patrick Lanigan, a junior partner in a law firm in Biloxi, Mississippi, learned of the scheme, masterminded by his firm's client, shipbuilding magnate Benny Aricia, to defraud the U.S. government. The firm's senior partners didn't include Lanigan in the plan, in which they stood to make tens of millions of dollars. Lanigan then devised a plan of his own, wherein he faked his death, stole $90 million from the secret off-shore accounts where the firm had been hiding the ill-gotten gains, and then fled to South America. Since then, Lanigan started a new life with new-found love Eva. But Aricia had men track him down, ruthless men who will do whatever it takes, including torture, to reclaim the stolen fortune. In a desperate bid, Lanigan gives complete control of the money to Eva, then turns himself over to the FBI. Once returned to the U.S., Lanigan must fight multiple legal battles, in state, civil and federal courts, involving a former client, his estranged wife, and the highest levels of government, to protect the people he cares for, gain his freedom and, finally get back to Eva and the part of the fortune they secretly set aside.
",,,412,False,True,,,
The Brethren (Grisham novel),John Grisham,2000,,"The ""Brethren"" are three former judges who are incarcerated at Trumble, a fictional federal minimum security prison located in northern Florida. The trio embark on a scam to deceive and exploit wealthy closeted gay men. None of them are gay, but they write convincingly as two young vulnerable gay men, developing friendships and then asking for financial help. In some cases, they also try blackmail.  
",,,416440,False,True,,,
The Summons (Grisham novel),John Grisham,2002,['Legal thriller novel'],"The main character, Ray Atlee, is a law professor with a good salary at the University of Virginia. He has a brother, Forrest, and a father, known to many as Judge Reuben V. Atlee. Ray is sent to his father's house in Clanton, Mississippi, to discuss issues regarding the old man's will and estate. To do this, Ray has to go to fictional Ford County, Mississippi, the setting for four of John Grisham's other books including A Time To Kill. When he finds his father dead in the study, Ray discovers a sum of over $3 million in the house, money which is not part of Judge Atlee's will. Ray immediately thinks the money is ""dirty"" because his father could not possibly have made so much money in his career.
",,,373,False,True,,,
The Broker,John Grisham,2005,['Thriller'],"Joel Backman is ""the Broker,"" considered to be one of the most powerful lobbyists in Washington, D.C. However, Backman's life falls apart when a deal collapses involving a hacked spy satellite that nobody knows about, and he ends up in jail. Six years later, the political wheels have turned and other power-hungry men are eager for Backman's blood. Bargains are made, and after an outgoing disgraced President grants him a full pardon at the behest of the CIA, Backman finds himself spirited out of the prison in the middle of the night, bundled onto a military plane, and flown to Italy to begin a new life. He has a new name and mysterious new ""friends"" who teach him to speak the language and to blend in with the people in Bologna.
",,,368,True,True,,,
The Appeal,John Grisham,2008,['Legal thriller'],"Mississippi attorneys Wes and Mary Grace Payton have battled New York City-based Krane Chemical in an effort to seek justice for Jeannette Baker, whose husband and son died from carcinogenic pollutants that the company knowingly and negligently allowed to seep into their town's water supply. When the jury awards Baker $3 million in wrongful death damages and $38 million in punitive damages, billionaire stockholder Carl Trudeau vows to do whatever is necessary to overturn their decision and save the company's stocks.
",,,484,False,True,,,
The Associate (novel),John Grisham,2009,['Thriller novel'],"As an idealistic graduate of Yale Law School, where he was editor-in-chief of the Yale Law Journal, Kyle McAvoy has the promise of a highly successful career, although after graduation, he intends to devote three years to public service before applying for employment with a prestigious firm.
",,,384,False,True,,The Appeal,Ford County
The Confession (novel),John Grisham,2010,['Legal thriller'],"In 1998, Travis Boyette abducts and rapes Nicole ""Nikki"" Yarber, a teenage girl and high school student in Slone, Texas and buries her body in Joplin, Missouri some six hours from Slone. He watches unfazed as the police arrest and convict Donté Drumm, a black high school football player with no connection to the crime. Despite his innocence, Drumm is convicted and sentenced to death. He has been on death row for nine years when the story takes place. While Drumm serves his prison sentence, lawyer Robbert ""Robbie"" Flak fights his case. Meanwhile, Black Americans protest his false conviction, creating a law and order situation.
",,,4181,False,True,,,
The Litigators,John Grisham,2011,['Legal thriller'],"Having sold 250 million copies of his previous 24 novels in 29 languages, Grisham had produced an international bestseller with each prior book.[1] Including the release of The Litigators, Grisham has produced 23 adult fiction novels and 2 children's fiction novels as well as a short story collection. In addition, he has produced one non-fiction book.
",,,3851,True,True,,The Confession,Calico Joe
The Racketeer (novel),John Grisham,2012,['Legal thriller'],"Malcolm Bannister is an African American attorney in a small-town Virginia law firm. A real estate transaction which he undertook in good faith turns out to have involved the purchase of a secluded hunting lodge where a crooked Capitol Hill lobbyist invited corrupt Congressmen for debaucherous orgies with underage girls. After being caught up in a large FBI sweep, Bannister is tried and convicted of racketeering despite his protestations of innocence.[2] The story begins with Bannister halfway through his ten-year prison term; he has since been disbarred, divorced by his wife, lost contact with his son and is nursing a bitter grudge against the federal government and the FBI.[3]
",,,,True,True,,Calico Joe,Sycamore Row
The Rooster Bar,John Grisham,2017,['Legal thriller'],"Three third-year law students – Mark Frazier, Todd Lucero, and Zola Maal – all attend Foggy Bottom Law School (FBLS), a third-tier D.C. establishment with a reputation as a diploma mill.[3] Zola contacts Mark and Todd when her boyfriend, Gordon Tanner, stops taking medication for his worsening bipolar disorder. They discover that Gordon, in his mania, has been collecting evidence that Hinds Rackley, the investor who owns FBLS, runs a network of schools, law firms and banks which ensures that FBLS' students are stuck in a cycle of debt while Rackley makes millions in the process. Although this practice isn't illegal, Gordon is convinced that there's enough for a class-action lawsuit that would, at the very least, expose Rackley's fraud. Later that night, Gordon gets drunk and flees the apartment, getting arrested for DUI. The trio bail him out with the help of Darrell Crowley, a professional street lawyer, and Mark tries to find Gordon's doctor. Before he can, however, Gordon escapes again and commits suicide by jumping off a bridge.
",,,,False,True,,,
The Reckoning (Grisham novel),John Grisham,2018,['Legal thriller'],"The plot centers on the 1946 murder trial of prominent family patriarch Pete Banning, a war hero who has returned home from the Second World War.
",,,480,False,True,,The Rooster Bar,
Theodore Boone: The Abduction,John Grisham,2011,"['Legal thriller', ' Young adult fiction']","13-year-old Theodore Boone's best friend April is not happy with her life. Her mother is a neglective hippie and her father leaves her mother and her at home for days on end to tour with his band.
",,,217,False,True,Theodore Boone,Theodore Boone: Kid Lawyer,Theodore Boone: The Accused
Theodore Boone: The Accused,John Grisham,2012,"['Legal thriller', ' Young adult fiction']","The murder trial of Pete Duffy is about to begin and that is all anyone can talk about. Theo has permission from his teacher to be in court for the opening remarks and to report back to the class what happened. It turns out, though, that Pete Duffy skipped town and the trial is postponed. When Theo returns to school he notices that his locker has been tampered with. He doesn't say anything about it, as it would be a hassle to report. However, one day he's called into the principal's office, where two detectives are awaiting him and ask to see his locker. Theo's locker is found to contain three stolen tablets from Big Mac's computer store, which has recently been broken into. From this point on, Theo is considered the main suspect for the robbery. In addition to the false accusation, a picture of Theo leaving the police station and a description of his ""crimes"" is circulated to the town, which leads to teasing by some schoolmates. During one such round, a friend of Theo's, Woody, steps in and tells the teaser, Baxter, to stop. The two then begin to fight, with Baxter's friend Griff jumping in. Theo then also jumps in, for the sake of his friend. All participants in the brawl end up receiving suspension for two days and probation for a thirty-day period. Later, when Theo visits his uncle Ike, Ike proposes the idea that the culprit behind both Big Mac's store robbery is the child of one of Mrs. Boone's clients, a child who prefers their father over their mother. With some digging, Ike and Theo eventually pin down the culprits, who are arrested. They get a call from the head of the school and they say that they want to press charges.
",,,271,False,True,,Theodore Boone: The Abduction,Theodore Boone: The Activist
Theodore Boone: The Activist,John Grisham,2013,"['Legal thriller', ' young adult']","Theo becomes involved in the campaign against a planned bypass road skirting his town, because a friend's family farm is threatened. 
",,,272,False,True,Theodoore Boone series,Theodore Boone: The Accused,Theodore Boone: The Fugitive
Theodore Boone: The Fugitive,John Grisham,2015,"['Legal thriller', ' young adult']","Theodore Boone goes to Washington, D.C., on a school trip. He wanders away from his school party and gets on the subway where he sees Pete Duffy. Pete Duffy skipped town after his trial for murder was declared a mistrial (in Theodore Boone: Kid Lawyer). Theo wants to bring him to justice.
",,,256,False,True,,Theodore Boone: The Activist,Theodore Boone: The Scandal
Theodore Boone: The Scandal,John Grisham,2016,"['Legal thriller', ' young adult']","The story hinges on standardized testing in middle-grade schools, a matter of contemporary controversy.[2] Teachers in a local middle school have been accused of cheating on the test, and Theodore Boone becomes involved. As he and his eighth-grade classmates are also being tested, the fairness of the test is of particular concern to him.
",,,,False,True,,Theodore Boone: The Fugitive,
The Great Train Robbery (novel),Michael Crichton,1975,"['Historical novel', 'Crime novel']","In 1854, master thief Edward Pierce plans to steal a shipment of gold worth more than £12,000 being transported monthly from London to the Crimean War front. The bank has locked the gold in two custom-built safes, each with two locks, thus requiring a total of four keys to open. He recruits Robert Agar, a specialist in copying keys, as an accomplice.
",,,266,True,True,,The Terminal Man,Eaters of the Dead
Congo (novel),Michael Crichton,1980,"['Science fiction novel', 'Adventure novel']","The novel starts in 1979, with an abrupt end to an expedition sent by Earth Resource Technology Services Inc (ERTS). In the dense rainforests of the Virunga region, the heart of the Congo, the team is suddenly attacked and killed by unknown creatures – all contact with them is immediately lost. The expedition, which was searching for deposits of diamonds, discovered the fictional lost city of Zinj. A video image taken by a camera there, and transmitted by satellite to the base station in Houston, shows a peculiar race of grey-haired gorillas to be responsible for the murders.
",,,348,False,True,,Eaters of the Dead,Sphere
Sphere (novel),Michael Crichton,1987,['Science fiction'],"A group of scientists (namely psychologist Norman Johnson, mathematician Harry Adams, zoologist Beth Halpern, astrophysicist Ted Fielding, and marine biologist Arthur Levine), along with U.S. Navy personnel, travel to a deep sea habitat at the bottom of the Pacific Ocean, where an enormous spacecraft has been discovered.
",,,385,False,True,,Congo,Jurassic Park
Jurassic Park (novel),Michael Crichton,1990,['Science fiction'],"In 1989, strange animal attacks occur throughout Costa Rica and on nearby Isla Nublar. One of the species behind the attacks is believed to be Procompsognathus, an extinct species of dinosaur. Paleontologist Alan Grant and his paleobotanist graduate student Ellie Sattler are contacted to confirm the animal's identity, but are abruptly whisked away by billionaire John Hammond - founder of bioengineering firm InGen - for a weekend visit to a ""biological preserve"" he has established on Isla Nublar.
",,,399,True,True,,,The Lost World
Rising Sun (Crichton novel),Michael Crichton,1992,['Crime thriller'],"Nakamoto Corporation is celebrating the grand opening of its new headquarters, the Nakamoto Tower, in Downtown Los Angeles; the 45th floor of the building is awash with celebrities, dignitaries and local politicians. On the 46th floor, Cheryl Lynn Austin, 23, is found dead. Lieutenant Peter J. Smith, the Special Services Liaison officer for the Los Angeles Police Department (LAPD), is assigned to the case. He is joined, on request, by retired Captain John Connor, who has lived in Japan and is well-acquainted with Japanese culture.
",,,385,False,True,,Jurassic Park,Disclosure
Disclosure (novel),Michael Crichton,1994,['Crime novel'],,,,597,False,True,,Rising Sun,The Lost World
The Lost World (Crichton novel),Michael Crichton,1995,['Sci-Fi Action'],"In August 1993, four years after the disaster at Jurassic Park, chaos theorist and mathematician Ian Malcolm - who is revealed to have survived the events of the previous novel - encounters and reluctantly agrees to team up with wealthy paleontologist Richard Levine. The two men attempt to search for a ""lost world"" of dinosaurs following rumors of strange animal corpses washing up on the shores of Costa Rica.  They learn of Site B on Isla Sorna, the ""production facility"" where the now-defunct company InGen hatched and grew the dinosaurs for their Jurassic Park theme park on nearby Isla Nublar.
",,,393,False,True,,Jurassic Park,
Airframe (novel),Michael Crichton,1996,['Techno-thriller'],"Over the Pacific Ocean, TransPacific Airlines Flight 545 experiences severe pitch oscillations, leading to dozens of injured passengers and several deaths. The plane, a Norton Aircraft N-22, has an excellent safety record, and the captain is highly skilled, making the possibility of human error unlikely. Casey Singleton, a vice president in quality assurance at Norton, is assigned by COO John Marder to the Incident Review Team (IRT) to investigate. The IRT has one week to identify the issue in order to prevent a major sale with China from falling apart over safety concerns.
",,,352,False,False,,,
Timeline (novel),Michael Crichton,1999,"['Science fiction', ' historical fiction', ' time travel']","In northern Arizona near Corazón Canyon, a married couple driving through the desert encounter an elderly man. They take him to a hospital in Gallup, New Mexico. Hospital staff learn that he works for the company ITC. After he suddenly dies, an MRI reveals that he had unexplainable abnormalities in his blood vessels.
",,,464,False,True,,Airframe,Prey
Prey (novel),Michael Crichton,2002,"['Science fiction', ' Techno-thriller', ' horror', ' nanopunk']","The novel is narrated by protagonist Jack Forman, an unemployed software programmer, played the role of a stay-at-home husband. His wife, Julia, serves as a high ranking executive for a Nanorobotics company called Xymos and claims to be working on revolutionary imaging technology, which takes up most of her time. This lead to the husband being suspicious of her having an affair.
",,,502,False,True,,Timeline,State of Fear
State of Fear,Michael Crichton,2004,"['Science fiction', 'Techno-thriller', 'Dystopian novel']","Peter Evans is a lawyer for a millionaire philanthropist, George Morton. Evans' main duties are managing the legal affairs surrounding Morton's contributions to an environmentalist organization, the National Environmental Resource Fund (NERF) (modeled after the Natural Resources Defense Council).[7]
",,,641798,True,False,,Prey,Next
Next (Crichton novel),Michael Crichton,2006,['Science fictionTechno-thriller Satire'],"Frank Burnet has contracted an aggressive form of leukemia, and undergoes intensive treatment and four years of semiannual checkups. He later learned the checkups were a pretext for researching the genetic basis of his unusually successful response to treatment, and the physician's university had sold the rights to Frank's cells to BioGen, a biotechnology startup company. As the book opens Frank is suing the university for unauthorized misuse of his cells, but the trial judge rules that the cells were ""waste"" and that the university could dispose of them as it wished. Frank's lawyers advise that the university, as a tax-funded organization, can still claim the rights to the cells under the doctrine of eminent domain.
",,,528,True,False,,State of Fear,Pirate Latitudes
Odds On,Michael Crichton,1966,,"It describes an attempt of robbery in an isolated hotel on Costa Brava. The robbery is planned with the help of a Critical Path Analysis computer program, but unforeseen events get in the way.
",,,215,False,True,,,Scratch One
Scratch One,Michael Crichton,1967,,"Roger Carr has a lot going for him. He's a handsome, charming and privileged man who practices law—more as a means to support his playboy lifestyle than a career. Thanks to his father, who is a powerful politician, Carr has many connections. For this reason, his law associates tolerate him and keep him around.
",,,192,False,True,,Odds On,Easy Go
Easy Go (novel),Michael Crichton,1968,,"Harold Barnaby is a brilliant Egyptologist who has discovered a hidden message while translating some hieroglyphics. The message tells of an unnamed Pharaoh whose tomb hasn't been discovered yet. Barnaby is exhilarated by the discovery and the prospect of the fame and fortune that will come with it. There is only one problem. He doesn't have the knowledge, influence or wherewithal to pull off such a job without alerting the Egyptian authorities who would surely encroach on his discovery.
",,,204,False,True,,Scratch One,A Case of Need
Zero Cool,Michael Crichton,1969,,"An American doctor goes to Spain to present a paper at a conference and take a holiday. He meets a mysterious woman and is asked to perform an autopsy on a member of the underworld. He finds himself in a conspiracy to obtain a jewel.
",,,192,False,True,,A Case of Need,The Venom Business
Drug of Choice,Michael Crichton,1970,,,,,166,False,True,,The Venom Business,Dealing
Dealing: or the Berkeley-to-Boston Forty-Brick Lost-Bag Blues,Michael Crichton,1970,,"In order to hook up with his new California girlfriend, a Harvard graduate involves her in an ill-fated plan to smuggle a suitcase full of marijuana bricks from Berkeley to Boston.
",,,222,False,True,,Drug of Choice,Grave Descend
Grave Descend,Michael Crichton,1970,,,,,159,False,False,,Dealing,Binary
Binary (novel),Michael Crichton,1972,,"State Department agent John Graves is investigating far-left businessman John Wright who has been acting suspiciously – he has masterminded the theft of several canisters of VZ nerve gas, a binary agent, and has enough of both canister types to kill nearly a million people, but the Agency is unsure of his motives.
",,,225,False,True,,Dealing,
The Andromeda Evolution,Michael Crichton,2019,['Techno-thriller'],"Fifty years after the events of The Andromeda Strain an anomaly is discovered in the Amazon rainforest. A team made up of Nidhi Vedala, Harold Odhiambo, Peng Wu, Eduardo Brink, and Sophie Kline are selected to investigate the anomaly. James Stone, the son of Jeremy Stone, is chosen as a last-minute replacement on the team by overseer General Stern based on a hunch. The team is dispatched to the Amazon, minus Sophie Kline, who is an American astronaut residing at the International Space Station.
",,,384,False,False,,,
Five Patients,Michael Crichton,1970,,,,,231,False,False,,,Jasper Johns
Jasper Johns (book),Michael Crichton,1977,,,,,248,False,False,,Five Patients,Electronic Life
Electronic Life,Michael Crichton,1983,,,,,209,False,False,,Jasper Johns,Travels
Travels (book),Michael Crichton,1988,,,,,377,False,True,,Electronic Life,
The Lost World: Jurassic Park,Michael Crichton,1997,,"Four years after the events on Isla Nublar[a], a British family anchored their yacht offshore at the nearby Isla Sorna, unaware that the island contains genetically engineered dinosaurs. Their daughter wanders off and is attacked by a group of Compsognathus.
",,,,False,True,,,
Jurassic World: Fallen Kingdom,Michael Crichton,2018,,"Shortly after the events of Jurassic World in 2015,[a] a small mercenary team arrives on the abandoned Isla Nublar to collect DNA from the Indominus rex remains in the lagoon. After they collect a bone sample, the Mosasaurus devours their submersible. The Tyrannosaurus (Rexy) attacks their helicopter, but they manage to escape with the sample, also allowing the Mosasaurus to escape into the open ocean.
",,,,False,True,,,
Go Set a Watchman,Harper Lee,2015,['Fiction'],"Jean Louise ""Scout"" Finch, 26 and single, returns from New York to her hometown of Maycomb, Alabama, for her annual fortnight-long visit to her father Atticus, a lawyer and former state legislator. Jack, her uncle and a retired doctor, is Jean Louise's mentor. Atticus' sister and Jean Louise's aunt Alexandra has moved in with Atticus to help him around the house after his housekeeper Calpurnia retired. Jean Louise's brother, Jeremy ""Jem"" Finch, has died of the same heart condition which killed their mother. Upon her arrival in Maycomb, she is met by her childhood sweetheart Henry ""Hank"" Clinton, who works for Atticus. When returning from Finch's Landing, Jean Louise and Henry are passed by a car full of black men travelling at a dangerously high speed; Henry mentions that the black people in the county have money for cars but are without licenses and insurance.
",,,2781,False,True,,,
Persuasion (novel),Jane Austen,1818,,"The story begins seven years after the broken engagement of Anne Elliot to Frederick Wentworth: Having just turned nineteen years old, Anne fell in love and had accepted a proposal of marriage from Wentworth, then a young and undistinguished naval officer. Wentworth was considered clever, confident and ambitious, but his low social status and lack of wealth made Anne's friends and family view him as an unsuitable partner. Anne's father, Sir Walter Elliot, and her older sister, Elizabeth, maintained that Wentworth was no match for a woman of Kellynch Hall, the family estate. Furthermore, Lady Russell, a distant relative whom Anne considers to be a second mother to her after her own died, also saw the relationship as imprudent for one so young and persuaded Anne to break off the engagement. Sir Walter, Elizabeth, and Lady Russell are the only family members who knew about the short engagement, as Anne's younger sister Mary was away at school.
",,,,False,True,,Northanger Abbey,
The Flesh in the Furnace,Dean Koontz,1972,['Horror novel'],"A puppet master has his hands full when his puppets - living puppets - convince his half-witted assistant to kill him and set them free.
When freed from the puppet master, who they had once thought of as cruel and thoughtless, they find themselves in what may be an even worse situation.  The half-witted assistant now has their lives in his hands, and they are not so competent hands after all.
They strive to free themselves once again, and find that their perfect life they'd thought they had created has turned against them.
",,,,False,True,,,
Chase (novel),Dean Koontz,1972,"['Suspense', '  psychological thriller']","Chase is the story about Benjamin Chase. ""Benjamin Chase is a retired war hero living in an attic apartment. He is struggling with a drinking habit. One night he rescues a young woman from an obsessed killer. As a result, the killer has changed his target to Chase. He begins phoning Chase and warning that he is out for revenge. The killer, simply named ""The Judge"" is threatening to kill Chase but the police don't believe him as he has a history of alcohol-related incidents.
",,,178,False,True,,,
Shattered (Koontz novel),Dean Koontz,1973,,"Artist Alex Doyle and his new family, bride Courtney and her 11-year-old brother Colin, are moving from Philadelphia to San Francisco.  Courtney's flying out ahead to get the house set up.  Alex and Colin are driving there in Alex's new Ford Thunderbird.  The cross-country trip starts out as a bonding experience, but their car is being tailed by a van; a van driven by a psychopath intent on terrorizing them.
",,,183,False,True,,,
Dragonfly (Koontz novel),Dean Koontz,1975,"['Suspense', ' mystery']","An innocent man has been turned into a walking time bomb.  In 4 days, he will kill 100,000 people.[1]
",,,244,False,True,,,
Invasion (Koontz novel),Dean Koontz,1975,"['Suspense', ' Horror']","Winter Moon is divided into two parts.  Part One: The City of the Dying Day, contains chapters one through thirteen.  Part Two: The Land of the Winter Moon, comprises chapters fourteen through twenty-two.
",,,190,False,True,,,
Night Chills,Dean Koontz,1976,"['Suspense', ' horror']","Widower Paul Annendale has taken his two children, Rya and Mark, on their annual camping vacation to the small New England town of Black Water. What no one there knows is that the town has become a testing ground for a new experiment involving techniques related to subliminal advertising. Developed by amoral scientist Ogden Salsbury and funded by multi-millionaire Leonard Dawson, this newly discovered technique was introduced into the town with the aid of a chemical in the water supply, and allows anyone with a special code phrase to gain total mind control of an exposed subject. Together with local store owner Sam Edison, Paul intends to put a stop to this illegal conspiracy.[2][3]
",,,334,False,True,,,
The Vision (novel),Dean Koontz,1977,"['Horror', ' mystery']","After being raped and mutilated as a child by her family's gardener, Berton Mitchell, Mary Bergen exhibits clairvoyant abilities. With the help of her older brother Alan and husband Max, she aids the police in their murder investigations. However, she can only sense pieces of a crime as they happen in real time.
",,,287,False,True,,,
The Key to Midnight,Dean Koontz,1979,"['Suspense', ' horror']","In the 1995 paperback edition, Koontz states that The Key to Midnight ""is not like anything else I have done""; he also explained that he revised the novel for that year's edition, cutting 30,000 words and adding 5,000.[2] In August 2010, Koontz released a ""better"" version in Paperback.
",,,392,False,True,,The Vision,The Funhouse
The Voice of the Night,Dean Koontz,1980,"['Suspense', ' Horror novel']","In the summer of 1980, introverted bookworm Colin Jacobs moves to Santa Leona, California, with his mother, and soon meets and becomes friends with another boy his age. Roy Borden is everything Colin has never been, but he secretly wishes he could be- brave, outgoing, muscular, athletically talented, and a consummate ladies' man. He is an instinctive fighter, ready to stand up to anyone or anything—a stark contrast to Colin, who ""learned long ago that resistance causes pain"" and avoids trouble and confrontations. Despite their differences, Roy appears glad to be friends with Colin, even remarking that the boys and girls who think they are his friends are really just acquaintances. Colin and Roy become close friends in a short period of time, and Roy declares them to be blood brothers after a brief ceremony. Roy displays some odd behavior, such as asking if Colin has ever killed anything and calling anything fun a popper, but Colin does not think anything of it.
",,,277,False,True,,,
The Funhouse (novel),Dean Koontz,1980,"['Suspense', ' mystery', ' horror', ' thriller']","In 1955, Ellen, a young woman tired of being oppressed by her meek father and psychotically religious mother, falls in love with a barker from a traveling carnival named Conrad.
",,,333,False,True,,The Key to Midnight,Whispers
