User-ID,Location,Age,Rating Count,Average Rating,Country
7286,"pasco, washington, usa",28.0,6.0,9.5,usa
7346,"sunnyvale, california, usa",49.0,57.0,8.192982456140351,usa
7841,"salt lake city, utah, usa",,12.0,8.5,usa
7913,"mission hills, california, usa",43.0,6.0,6.333333333333333,usa
7915,"st. paul, minnesota, usa",,10.0,8.2,usa
7958,"oeiras, lisbon, portugal",27.0,8.0,9.125,portugal
7980,"cambridge, massachusetts, usa",34.0,5.0,7.6,usa
8019,"toronto, ontario, canada",,10.0,8.1,canada
8066,"chicago, illinois, usa",,8.0,8.0,usa
8067,"owings mills, maryland, usa",26.0,8.0,7.875,usa
8245,"torrance, california, usa",31.0,18.0,8.5,usa
8253,"tulsa, oklahoma, usa",26.0,25.0,9.28,usa
8362,"los angeles, california, usa",28.0,8.0,7.625,usa
8454,"auburndale, massachusetts, usa",,19.0,7.631578947368421,usa
8681,"orlando, florida, usa",34.0,35.0,8.2,usa
8695,"redding, california, usa",,6.0,8.5,usa
8734,"chula vista, california, usa",,9.0,7.777777777777778,usa
8782,"calgary, alberta, canada",,5.0,9.6,canada
8801,"san francisco, california, usa",24.0,7.0,7.857142857142857,usa
8872,"athens, georgia, usa",65.0,5.0,8.6,usa
8936,"elizabeth city, north carolina, usa",18.0,8.0,8.5,usa
8971,"berlin, berlin, germany",27.0,6.0,7.333333333333333,germany
9227,"glendora, california, usa",24.0,7.0,8.0,usa
9417,"whitby, ontario, canada",26.0,15.0,6.133333333333334,canada
9747,"o`fallon, missouri, usa",,8.0,8.5,usa
9856,"glendale, colorado, usa",22.0,12.0,7.25,usa
10118,"minneapolis, minnesota, usa",44.0,5.0,9.8,usa
10199,"eltham, victoria, australia",17.0,5.0,8.4,australia
10241,"avon, massachusetts, usa",27.0,5.0,6.0,usa
10314,"beaverton, oregon, usa",,12.0,6.833333333333333,usa
10354,"martinsburg, west virginia, usa",15.0,6.0,7.833333333333333,usa
10447,"chicago, illinois, usa",,12.0,7.25,usa
10560,"chicago, illinois, usa",27.0,5.0,9.2,usa
10660,"luzern, luzern, switzerland",37.0,5.0,8.6,switzerland
10819,"richmond, kentucky, usa",27.0,9.0,8.88888888888889,usa
10949,"columbia, tennessee, usa",,5.0,6.8,usa
11224,"tumwater, washington, usa",51.0,12.0,5.916666666666667,usa
11245,"scarborough, ontario, canada",,7.0,7.142857142857143,canada
11400,"ottawa, ontario, canada",49.0,6.0,7.333333333333333,canada
11601,"brooklyn, new york, usa",,10.0,9.4,usa
11629,"houston, texas, usa",21.0,5.0,8.0,usa
11657,"cincinnati, ohio, usa",25.0,5.0,5.6,usa
11718,"reno, nevada, usa",,10.0,8.3,usa
11788,"jenks, oklahoma, usa",30.0,6.0,8.0,usa
11944,"santo tirso, porto, portugal",21.0,5.0,6.8,portugal
11993,"lakewood, colorado, usa",37.0,13.0,8.923076923076923,usa
12100,"quezon city, national capital region, philippines",26.0,15.0,7.0,philippines
12538,"byron, minnesota, usa",18.0,22.0,7.909090909090909,usa
12824,"long beach, california, usa",18.0,8.0,6.75,usa
12982,"getxo, vizcaya, spain",41.0,34.0,8.117647058823529,spain
13273,"harrisburg, pennsylvania, usa",,13.0,8.076923076923077,usa
13279,"moodus, connecticut, usa",,6.0,7.5,usa
13551,"raleigh, north carolina, usa",,7.0,9.571428571428571,usa
13552,"cordova, tennessee, usa",32.0,45.0,8.2,usa
13582,"lisboa, lisboa, portugal",29.0,7.0,8.714285714285714,portugal
13664,"escondido, california, usa",,5.0,7.2,usa
13666,"tinley park, illinois, usa",54.0,5.0,7.6,usa
13682,"monroe, louisiana, usa",31.0,7.0,8.857142857142858,usa
13850,"online, n/a, usa",28.0,8.0,8.75,usa
13995,"adelaide, south australia, australia",,5.0,7.4,australia
14079,"valencia, valencia, spain",41.0,5.0,8.8,spain
14387,"coalville, leicestershire, england, united kingdom",35.0,6.0,8.666666666666666,kingdom
14422,"apple valley, minnesota, usa",,21.0,7.904761904761905,usa
14456,"edmonton, alberta, canada",27.0,6.0,8.666666666666666,canada
14521,"providence, rhode island, usa",,14.0,7.357142857142857,usa
14667,"rocky mount, missouri, usa",,8.0,8.5,usa
14698,"upstate, new york, usa",,8.0,7.0,usa
15021,"lake mary, florida, usa",37.0,6.0,6.666666666666667,usa
15049,"benbrook, texas, usa",28.0,5.0,8.4,usa
15408,"cary, north carolina, usa",34.0,8.0,7.0,usa
15418,"vitoria, álava, spain",23.0,8.0,6.75,spain
15602,"cherry hill, new jersey, usa",21.0,13.0,8.923076923076923,usa
15670,"round rock, texas, usa",,8.0,8.5,usa
15819,"grapevine, texas, usa",,6.0,7.833333333333333,usa
15945,"charlotte, north carolina, usa",36.0,7.0,8.142857142857142,usa
16009,"stratford, new jersey, usa",25.0,5.0,6.8,usa
16010,"carlinville, illinois, usa",,5.0,7.6,usa
16106,"albany, california, usa",44.0,12.0,8.75,usa
16246,"kitakyushu, fukuoka, japan",32.0,5.0,7.0,japan
16263,"ashland, wisconsin, usa",,8.0,6.875,usa
16488,"milwaukee, wisconsin, usa",36.0,10.0,7.7,usa
16504,"kuching, sarawak, malaysia",28.0,5.0,8.4,malaysia
16545,"berkeley, california, usa",,7.0,7.428571428571429,usa
16634,"little rock, arkansas, usa",42.0,48.0,8.4375,usa
16718,"houston, texas, usa",29.0,5.0,9.0,usa
16795,"mechanicsville, maryland, usa",47.0,123.0,7.439024390243903,usa
16908,"chicago, illinois, usa",55.0,5.0,5.0,usa
16916,"hackettstown, new jersey, usa",53.0,8.0,9.625,usa
16966,"waterloo, ontario, canada",41.0,18.0,7.611111111111111,canada
16996,"stratford, iowa, usa",23.0,6.0,8.333333333333334,usa
17003,"carlsbad, california, usa",,13.0,8.615384615384615,usa
17183,"zaragoza, zaragoza, spain",23.0,8.0,6.75,spain
17190,"woodstock, georgia, usa",31.0,8.0,9.375,usa
17667,"iowa city, iowa, usa",33.0,14.0,7.071428571428571,usa
17859,"roanoke, virginia, usa",43.0,8.0,9.0,usa
17950,"puchong, selangor, malaysia",32.0,31.0,6.290322580645161,malaysia
18067,"kajang, selangor, malaysia",33.0,8.0,5.25,malaysia
18082,"southern, california, usa",38.0,8.0,8.25,usa
18439,"folsom, california, usa",38.0,5.0,8.6,usa
19085,"menomonie, wisconsin, usa",60.0,32.0,8.125,usa
19493,"baldwin, ,",,5.0,9.2,
19664,"katonah, new york, usa",19.0,5.0,7.0,usa
19711,"katy, texas, usa",,9.0,6.666666666666667,usa
19842,"***********, illinois, usa",,5.0,7.8,usa
19969,"antelope, california, usa",44.0,5.0,7.0,usa
20060,"baltimore, maryland, usa",48.0,11.0,8.454545454545455,usa
20172,"saratoga springs, utah, usa",27.0,13.0,8.76923076923077,usa
20180,"sacramento, california, usa",36.0,9.0,8.666666666666666,usa
20265,"tampa, florida, usa",29.0,7.0,8.714285714285714,usa
20462,"bossier city, louisiana, usa",,7.0,7.428571428571429,usa
20680,"los angeles, california, usa",41.0,8.0,7.0,usa
20971,"sacramento, california, usa",20.0,6.0,6.833333333333333,usa
21011,"san francisco, california, usa",44.0,11.0,8.181818181818182,usa
21014,"fresno, california, usa",,58.0,7.862068965517241,usa
21031,"alexandria, virginia, usa",36.0,8.0,7.75,usa
21356,"westwood, new jersey, usa",56.0,6.0,6.0,usa
21364,"san diego, california, usa",32.0,10.0,6.4,usa
21404,"west vancouver, british columbia, canada",,14.0,7.642857142857143,canada
21484,"madison, wisconsin, usa",21.0,8.0,7.875,usa
21575,"albuquerque, new mexico, usa",14.0,5.0,6.0,usa
21576,"memphis, tennessee, usa",31.0,14.0,7.357142857142857,usa
21618,"atlanta, georgia, usa",24.0,5.0,8.8,usa
21659,"san jose, california, usa",31.0,15.0,8.8,usa
21895,"olyphant, pennsylvania, usa",16.0,5.0,7.8,usa
21930,"elk grove, california, usa",28.0,5.0,4.6,usa
22045,"sacramento, california, usa",,8.0,8.875,usa
22074,"san luis obispo, california, usa",,13.0,7.846153846153846,usa
22521,"montgomery, alabama, usa",18.0,10.0,7.8,usa
22625,"lynbrook, new york, usa",54.0,26.0,9.538461538461538,usa
22657,"coeur d`alene, idaho, usa",,5.0,8.0,usa
22813,"grimsby, ontario, canada",,5.0,9.0,canada
22936,"raleigh, north carolina, usa",23.0,5.0,8.8,usa
23020,"brooklyn, new york, usa",28.0,5.0,9.6,usa
23511,"chapel hill, north carolina, usa",56.0,11.0,8.909090909090908,usa
23571,"burbank, california, usa",41.0,10.0,9.6,usa
23699,"minneapolis, minnesota, usa",25.0,8.0,9.625,usa
23768,"st. louis, missouri, usa",45.0,20.0,7.45,usa
23771,"ogden, utah, usa",,7.0,7.857142857142857,usa
23872,"tulsa, oklahoma, usa",22.0,46.0,8.108695652173912,usa
23902,"london, england, united kingdom",,176.0,7.914772727272727,kingdom
24186,"vineland, new jersey, usa",36.0,6.0,8.333333333333334,usa
24194,"palos hills, illinois, usa",20.0,8.0,8.625,usa
24427,"lafayette, new york, usa",,5.0,6.6,usa
24433,"deventer, overijssel, netherlands",37.0,9.0,8.222222222222221,netherlands
24515,"jacksonville, florida, usa",28.0,5.0,10.0,usa
24921,"higley, arizona, usa",29.0,14.0,8.428571428571429,usa
24933,"long island, new york, usa",44.0,16.0,7.4375,usa
25131,"grimes, iowa, usa",,7.0,8.142857142857142,usa
25395,"moyock, north carolina, usa",65.0,8.0,8.5,usa
25409,"la mesa, california, usa",31.0,15.0,8.533333333333333,usa
25533,"derby, derbyshire, united kingdom",38.0,8.0,8.125,kingdom
25545,"hollsopple, pennsylvania, usa",33.0,7.0,5.857142857142857,usa
25583,"worcester, massachusetts, usa",,7.0,7.857142857142857,usa
25601,"gilbert, arizona, usa",41.0,10.0,7.6,usa
25919,"evansville, indiana, usa",,7.0,9.0,usa
25930,"hillsborough, new jersey, usa",,5.0,7.0,usa
25981,"nj, new jersey, usa",,53.0,5.660377358490566,usa
25996,"cave creek, arizona, usa",36.0,5.0,7.8,usa
26057,"halifax, nova scotia, canada",18.0,5.0,8.2,canada
26231,"st. thomas, ontario, canada",36.0,6.0,6.166666666666667,canada
26240,"sacramento, california, usa",,8.0,6.5,usa
26544,"woodbridge, virginia, usa",37.0,7.0,8.285714285714286,usa
26553,"charlottesville, virginia, usa",,7.0,6.857142857142857,usa
26611,"mckinney, texas, usa",,5.0,6.0,usa
26620,"napa, california,",,5.0,7.6,
26621,"haskell, new jersey, usa",,10.0,7.0,usa
26756,"willowick, ohio, usa",35.0,5.0,8.6,usa
26883,"vienna, vienna, austria",,8.0,7.625,austria
27204,"auburndale, florida, usa",18.0,5.0,9.8,usa
27313,"miami, florida, usa",14.0,6.0,9.666666666666666,usa
27352,"st. louis, missouri, usa",,5.0,10.0,usa
27472,"bountiful, utah, usa",41.0,23.0,7.6521739130434785,usa
27617,"beaverton, ontario, canada",32.0,8.0,8.125,canada
27647,"lisboa, lisboa, portugal",,15.0,7.266666666666667,portugal
27740,"san diego, , usa",57.0,11.0,7.363636363636363,usa
27812,"long beach, california, usa",33.0,7.0,8.142857142857142,usa
28016,"port clinton, ohio, usa",31.0,5.0,8.0,usa
28144,"orlando, florida, usa",,8.0,5.125,usa
28150,"portland, oregon, usa",25.0,5.0,8.6,usa
28177,"grand rapids, michigan, usa",26.0,15.0,7.533333333333333,usa
28204,"south ohio, nova scotia, canada",61.0,9.0,8.444444444444445,canada
28255,"richmond hill, ,",23.0,7.0,6.857142857142857,
28523,"springfield, missouri, usa",24.0,5.0,9.2,usa
28634,"bad axe, michigan, usa",28.0,28.0,9.142857142857142,usa
28667,"norwood, massachusetts, usa",26.0,7.0,4.142857142857143,usa
28735,"hannover, niedersachsen, germany",58.0,5.0,7.8,germany
29028,"scarsdale, new york, usa",28.0,5.0,6.0,usa
29209,"boca raton, florida, usa",,11.0,7.272727272727272,usa
29259,"mt. airy, , usa",39.0,14.0,9.0,usa
29526,"knoxville, tennessee, usa",26.0,16.0,9.5625,usa
30022,"queens village, new york, usa",37.0,7.0,7.571428571428571,usa
30035,"vancouver, british columbia, canada",37.0,5.0,6.0,canada
30052,"minneapolis, minnesota, usa",,8.0,6.375,usa
30081,"east providence, rhode island, usa",25.0,9.0,8.11111111111111,usa
30276,"wildwood, new jersey, usa",49.0,22.0,7.136363636363637,usa
30333,"ogallala, nebraska, usa",,6.0,5.0,usa
30445,"kuala lumpur, ,",23.0,7.0,9.142857142857142,
30487,"newbury park, california, usa",40.0,15.0,7.466666666666667,usa
30495,"charleston, south carolina, usa",19.0,5.0,9.6,usa
30511,"culemborg, gelderland, netherlands",,54.0,7.055555555555555,netherlands
30531,"st. petersburg, florida, usa",23.0,6.0,9.333333333333334,usa
30533,"charleston, south carolina, usa",,23.0,8.08695652173913,usa
30594,"redding, , usa",25.0,7.0,7.857142857142857,usa
30667,"salem, virginia, usa",24.0,7.0,8.285714285714286,usa
30711,"sydney, new south wales, australia",32.0,24.0,7.708333333333333,australia
30735,"corvallis, oregon, usa",,15.0,8.666666666666666,usa
30806,"halifax, nova scotia, canada",24.0,5.0,6.8,canada
30810,"berlin, berlin, germany",,7.0,8.857142857142858,germany
30898,"richmond, virginia, usa",43.0,6.0,6.166666666666667,usa
30968,"poway, california, usa",65.0,5.0,8.0,usa
30972,"columbiana, alabama, usa",47.0,19.0,7.947368421052632,usa
30985,"cape coral, florida, usa",,9.0,7.0,usa
30994,"mission hills, california, usa",,17.0,9.352941176470589,usa
31094,"cleveland, wisconsin, usa",,5.0,7.0,usa
31315,"henryville, indiana, usa",34.0,62.0,8.46774193548387,usa
31343,"mesa, arizona, usa",75.0,6.0,9.0,usa
31391,"wilmington, massachusetts, usa",38.0,9.0,8.11111111111111,usa
31393,"portland, oregon, usa",,12.0,7.583333333333333,usa
31471,"livingston, louisiana, usa",,7.0,8.428571428571429,usa
31556,"chula vista, california, usa",51.0,28.0,7.928571428571429,usa
31826,"jasper, missouri, usa",54.0,68.0,9.882352941176473,usa
31846,"phoenix, , usa",,6.0,8.333333333333334,usa
31950,"canberra, australian capital territory, australia",34.0,6.0,8.166666666666666,australia
32188,"st. louis, missouri, usa",51.0,6.0,8.666666666666666,usa
32195,"fall river, massachusetts, usa",,7.0,6.428571428571429,usa
32250,"gta, ontario, canada",29.0,7.0,8.428571428571429,canada
32440,"dunedin, otago, new zealand",,19.0,8.0,zealand
32599,"york, south carolina, usa",17.0,14.0,8.0,usa
32721,"toulouse, haute-garonne, france",36.0,10.0,8.0,france
32773,"olathe, kansas, usa",28.0,23.0,8.130434782608695,usa
32802,"courtenay, british columbia, canada",,10.0,6.9,canada
33124,"london, ontario, canada",,11.0,8.0,canada
33179,"freedonia, emilia romagna, antarctica",,6.0,9.333333333333334,antarctica
33283,"winnipeg, manitoba, canada",26.0,6.0,8.5,canada
33319,"calgary, alberta, canada",24.0,9.0,8.444444444444445,canada
33816,"richmond hill, ontario, canada",33.0,6.0,7.333333333333333,canada
33818,"winnipeg, manitoba, canada",29.0,17.0,8.294117647058824,canada
33832,"sterling, virginia, usa",,5.0,6.0,usa
33862,"abingdon, maryland, usa",,7.0,6.142857142857143,usa
33933,"hull, massachusetts, usa",35.0,8.0,7.875,usa
33974,"barnhart, missouri, usa",24.0,7.0,8.571428571428571,usa
33999,"pittsburgh, pennsylvania, usa",51.0,6.0,8.5,usa
34300,"burlington, ontario, canada",35.0,10.0,5.8,canada
34588,"west linn, oregon, usa",,13.0,7.461538461538462,usa
34932,"portland, oregon, usa",,7.0,6.714285714285714,usa
35320,"melbourne, victoria, australia",24.0,6.0,8.333333333333334,australia
35445,"terre haute, indiana, usa",31.0,8.0,7.0,usa
35704,"kansas city, missouri, usa",53.0,12.0,7.666666666666667,usa
35836,"rochester, new york, usa",34.0,26.0,4.846153846153846,usa
35857,"mentor, ohio, usa",36.0,15.0,6.066666666666666,usa
35859,"duluth, minnesota, usa",,74.0,7.486486486486487,usa
35918,"reno, nevada, usa",,9.0,8.222222222222221,usa
36003,"shah alam, selangor, malaysia",26.0,11.0,8.727272727272727,malaysia
36135,"charleston, south carolina, usa",,9.0,8.88888888888889,usa
36157,"austin, texas, usa",,6.0,7.666666666666667,usa
36256,"amarillo, texas, usa",39.0,6.0,8.0,usa
36299,"austin, texas, usa",50.0,5.0,6.2,usa
36327,"wirtz, virginia, usa",,8.0,8.5,usa
36554,"carrboro, north carolina, usa",48.0,7.0,9.285714285714286,usa
36606,"san marcos, california, usa",39.0,29.0,7.0344827586206895,usa
36609,"zachary, louisiana, usa",32.0,6.0,7.666666666666667,usa
36715,"lexington, kentucky, usa",,10.0,8.5,usa
36807,"wisconsin rapids, wisconsin, usa",27.0,10.0,5.9,usa
36817,"south hadley, massachusetts, usa",29.0,5.0,5.8,usa
36836,"raleigh, north carolina, usa",56.0,6.0,9.833333333333334,usa
36907,"dunnville, ontario, canada",39.0,36.0,9.555555555555555,canada
36938,"saint paul, minnesota, usa",43.0,5.0,8.4,usa
36978,"monrovia, maryland, usa",,6.0,7.166666666666667,usa
37030,"la monte, missouri, usa",42.0,5.0,10.0,usa
37168,"bakersfield, california, usa",46.0,7.0,9.857142857142858,usa
37227,"hamilton, ohio, usa",27.0,7.0,9.0,usa
37239,"the colony, texas, usa",,5.0,8.4,usa
37293,"whitehorse, yukon territory, canada",41.0,8.0,7.5,canada
37311,"oroville, california, usa",,5.0,8.0,usa
37400,"portland, oregon, usa",27.0,15.0,7.133333333333334,usa
37538,"kuala lumpur, n/a, malaysia",,14.0,8.142857142857142,malaysia
37644,"sudbury, massachusetts, usa",18.0,19.0,7.947368421052632,usa
37712,"cincinnati, ohio, usa",23.0,43.0,8.162790697674419,usa
37874,"williamsburg, virginia, usa",43.0,9.0,8.0,usa
37950,"calgary, alberta, canada",,53.0,7.679245283018868,canada
37989,"union city, california, usa",57.0,6.0,8.666666666666666,usa
38023,"hayward, california, usa",30.0,25.0,8.96,usa
38176,"harleysville, pennsylvania, usa",,5.0,6.0,usa
38273,"chandler, arizona, usa",,14.0,7.071428571428571,usa
38281,"barcelona, catalunya, spain",33.0,14.0,7.785714285714286,spain
38544,"newark, delaware, usa",34.0,6.0,7.666666666666667,usa
38556,"edmonton, alberta, canada",,11.0,5.181818181818182,canada
38654,"kitchener, ontario, canada",17.0,6.0,8.166666666666666,canada
38703,"greer, south carolina, usa",49.0,7.0,8.857142857142858,usa
38933,"san diego, california, usa",37.0,5.0,8.0,usa
39227,"san diego, california, usa",37.0,10.0,8.0,usa
39281,"morris plains, new jersey, usa",45.0,17.0,8.529411764705882,usa
39345,"jacksonville, florida, usa",47.0,13.0,8.0,usa
39396,"bonn, nordrhein-westfalen, germany",20.0,8.0,8.875,germany
39467,"barcelona, catalunya, spain",35.0,16.0,8.25,spain
39513,"red deer, alberta, canada",,5.0,8.6,canada
39616,"las vegas, nevada, usa",38.0,6.0,8.333333333333334,usa
39646,"fairless hills, pennsylvania, usa",35.0,5.0,7.8,usa
39773,"miami, florida, usa",49.0,15.0,9.266666666666667,usa
40330,"germantown, maryland, usa",,6.0,8.333333333333334,usa
40415,"san francisco, california, usa",34.0,11.0,6.636363636363637,usa
40505,"kalamazoo, ,",,5.0,6.6,
40888,"lethbridge, alberta, canada",49.0,7.0,8.857142857142858,canada
40889,"brainerd, minnesota, usa",37.0,22.0,7.772727272727272,usa
40943,"oklahoma city, oklahoma, usa",40.0,17.0,9.647058823529411,usa
41080,"stow, massachusetts, usa",,5.0,7.0,usa
41084,"orlando, florida, usa",36.0,22.0,8.0,usa
41111,"new york, new york, usa",25.0,8.0,9.125,usa
41403,"san francisco, california, usa",,6.0,7.166666666666667,usa
41450,"denver, colorado, usa",,5.0,7.4,usa
41455,"toronto, ontario, canada",,12.0,6.333333333333333,canada
41589,"bellingham, washington, usa",51.0,7.0,8.571428571428571,usa
41781,"clinton twp., michigan, usa",54.0,11.0,7.727272727272727,usa
41841,"sherwood park, alberta, canada",,21.0,6.666666666666667,canada
42093,"fair haven, new jersey, usa",50.0,12.0,8.416666666666666,usa
42099,"st. louis, missouri, usa",47.0,6.0,10.0,usa
42419,"west seneca, new york, usa",33.0,6.0,9.0,usa
42458,"north york, ontario, canada",47.0,8.0,8.75,canada
42597,"san pedro, california, usa",52.0,8.0,8.5,usa
42914,"clarksville, indiana, usa",26.0,10.0,7.5,usa
43006,"portland, maine, usa",29.0,10.0,7.8,usa
43021,"carbondale, illinois, usa",,5.0,7.2,usa
43246,"toronto, ontario, canada",36.0,38.0,8.868421052631579,canada
43481,"bridgewater, connecticut, usa",57.0,7.0,7.142857142857143,usa
43619,"shrewsbury, massachusetts, usa",26.0,13.0,8.307692307692308,usa
43626,"matamoras, pennsylvania, usa",41.0,5.0,7.0,usa
43687,"sacramento, california, usa",27.0,12.0,7.833333333333333,usa
43806,"delano, minnesota, usa",31.0,5.0,9.6,usa
43842,"tucson, ,",,19.0,8.157894736842104,
43910,"granada hills, california, usa",43.0,19.0,8.368421052631579,usa
44089,"leduc, ,",,5.0,7.0,
44252,"fairview, new jersey, usa",28.0,14.0,9.142857142857142,usa
44611,"cary, north carolina, usa",20.0,5.0,8.4,usa
44663,"klang, selangor, malaysia",,5.0,7.6,malaysia
44845,"dallas, texas, usa",29.0,5.0,9.2,usa
44852,"spring, texas, usa",39.0,7.0,7.0,usa
44893,"alexandria, virginia, usa",,16.0,7.6875,usa
45107,"montgomery twp, pennsylvania, usa",,6.0,9.5,usa
45315,"ada, michigan, usa",,12.0,6.0,usa
45340,"canton, ohio, usa",,5.0,8.4,usa
45391,"littleton, colorado, usa",23.0,5.0,7.8,usa
45418,"dingmans ferry, pennsylvania, usa",51.0,11.0,7.090909090909091,usa
45471,"venice, california, usa",,5.0,7.2,usa
45557,"flossmoor, illinois, usa",33.0,8.0,8.75,usa
45879,"sebastopol, california, usa",,6.0,7.0,usa
46269,"recife, pernambuco, brazil",26.0,5.0,8.6,brazil
46398,"san antonio, texas, usa",37.0,59.0,7.983050847457627,usa
46443,"asheville, north carolina, usa",14.0,11.0,8.727272727272727,usa
46671,"chery hill, new jersey, usa",49.0,8.0,7.375,usa
46892,"northridge, california, usa",35.0,12.0,5.083333333333333,usa
46907,"marysville, washington, usa",,6.0,8.666666666666666,usa
46909,"howell, new jersey, usa",31.0,12.0,8.166666666666666,usa
47118,"ellensburg, washington, usa",42.0,6.0,7.833333333333333,usa
47128,"elmhurst, illinois, usa",33.0,6.0,8.666666666666666,usa
47152,"blair, nebraska, usa",33.0,6.0,8.666666666666666,usa
47316,"comanche, texas, usa",,19.0,8.052631578947368,usa
47512,"melzo, lombardia, italy",28.0,7.0,5.0,italy
47609,"lubbock, texas, usa",34.0,6.0,8.166666666666666,usa
47779,"webster, new york, usa",,5.0,9.2,usa
47793,"natick, massachusetts, usa",,5.0,8.6,usa
47856,"ottawa, ontario, canada",32.0,6.0,8.166666666666666,canada
47971,"toronto, ontario, canada",40.0,8.0,8.5,canada
48025,"concordia, missouri, usa",43.0,34.0,8.176470588235293,usa
48046,"central sq., new york, usa",,17.0,8.058823529411764,usa
48213,"san mateo, california, usa",,5.0,6.0,usa
48217,"portland, oregon, usa",40.0,8.0,8.875,usa
48268,"vienna, vienna, austria",18.0,7.0,7.857142857142857,austria
48355,"florence, arizona, usa",35.0,18.0,7.166666666666667,usa
48494,"lemon grove, california, usa",51.0,19.0,8.052631578947368,usa
48911,"new orleans, louisiana, usa",57.0,5.0,10.0,usa
48975,"beaver dams, new york, usa",,8.0,7.375,usa
49109,"west jordan, utah, usa",38.0,11.0,7.454545454545454,usa
49155,"barcelona, ,",26.0,6.0,8.333333333333334,
49212,"san francisco, california, usa",38.0,16.0,7.9375,usa
49225,"medina, ohio, usa",,8.0,8.25,usa
49392,"boston, massachusetts, usa",28.0,7.0,7.714285714285714,usa
49422,"regensburg, bayern, germany",,10.0,7.5,germany
49460,"., kansas, usa",37.0,11.0,8.0,usa
49771,"san antonio, texas,",35.0,8.0,8.25,
49889,"orem, utah, usa",,9.0,8.666666666666666,usa
49980,"new hartford, new york, usa",27.0,11.0,9.272727272727272,usa
50073,"south portland, maine, usa",,5.0,8.8,usa
50141,"minneapolis, minnesota, usa",58.0,6.0,7.5,usa
50204,"lebanon, pennsylvania, usa",36.0,5.0,8.0,usa
50225,"fresno, california, usa",,9.0,7.555555555555555,usa
50681,"asheville, north carolina, usa",50.0,8.0,6.75,usa
50730,"mcallen, texas, usa",,5.0,6.2,usa
50849,"prince albert, saskatchewan, canada",52.0,5.0,8.2,canada
50895,"calverton, new york, usa",,20.0,7.85,usa
51252,"yucca valley, california, usa",,10.0,7.6,usa
51350,"monroe, ,",,7.0,9.142857142857142,
