User-ID,Book-Rating,Book Title
3917,8,High Fidelity
4017,10,Little Altars Everywhere
4017,8,The Bean Trees
4017,9,Brave New World
4017,10,Middle Age: A Romance
4017,10,On the Road
4017,10,Ironweed
4017,9,To the Lighthouse
4017,5,"River, Cross My Heart"
4017,10,A Widow for One Year
4017,10,The Bluest Eye
4017,9,The Moviegoer
4017,10,"Breath, Eyes, Memory"
4017,10,The Reader
4017,10,Into the Wild
4017,9,Drowning Ruth
4017,10,To Kill a Mockingbird
4017,5,Tar Baby
4017,10,Beloved
4017,10,We Were the Mulvaneys
4017,10,Disgrace
4017,10,Jewel
4017,10,Snow Falling on Cedars
4017,8,Passing On
4017,9,The Color of Water: A Black Man's Tribute to His White Mother
4017,5,Sarah
4197,4,Pop Goes the Weasel
4197,6,Running Blind
4197,8,Potshot
4197,9,Math Curse
4197,9,Death du Jour
4334,7,Pebble in the Sky
4334,7,Practical Demonkeeping
4334,8,Thinner
4334,8,Christine
4334,8,It
4334,6,Cujo
4334,7,Dolores Claiborne
4334,6,Something Wicked This Way Comes
4785,5,"Drawing Down the Moon: Witches, Druids, Goddess-Worshippers, and Other Pagans in America Today"
4785,6,Restoree
4785,7,Neverwhere
4785,7,Practical Demonkeeping
4785,7,Lady Oracle
4785,8,Darwinia
5037,10,A Time to Kill
5037,9,The Pelican Brief
5037,10,The Runaway Jury
5037,6,Summer Sisters
5037,8,A Walk to Remember
5037,3,My Sweet Audrina
5499,10,Sam's Letters to Jennifer
5499,10,The Sinner
5499,10,The Last Juror
5499,10,Dirty Work
5499,10,Odd Thomas
5582,8,Girlfriend in a Coma
5582,10,"Drawing Down the Moon: Witches, Druids, Goddess-Worshippers, and Other Pagans in America Today"
5582,7,Story of O
5582,9,American Gods
5582,10,The Promise
5582,10,Obsidian Butterfly
5582,10,Anthem
5582,10,Atlas Shrugged
5582,10,The Fountainhead
5582,7,Belinda
5582,8,The Te of Piglet
5582,6,Servant of the Bones
5582,10,The Stranger
5582,8,House of Incest
6073,9,The Nine Tailors
6073,8,Ordinary People
6073,6,The Angel of Darkness
6073,9,Charlotte Gray
6073,10,Watership Down
6073,8,Surfacing
6073,6,A Time to Kill
6073,5,The Pelican Brief
6073,6,Summer Sisters
6073,9,Skellig
6073,8,An Old-Fashioned Girl
6073,8,The Edible Woman
6073,8,Lives of the Monster Dogs
6073,10,"Bless Me, Ultima"
6073,8,Lady Oracle
6073,8,Pride and Prejudice
6073,9,The House of the Spirits
6073,8,The Heart of a Woman
6073,10,Going After Cacciato
6073,8,The Dressmaker
6238,8,The History of the Siege of Lisbon
6238,10,All the Names
6238,8,A Prayer for Owen Meany
6238,10,A Widow for One Year
6238,7,The Fourth Hand
6238,10,The Flanders Panel
6238,9,The English Patient
6242,7,To Kill a Mockingbird
6242,6,Five Quarters of the Orange
6242,5,Love Medicine
6242,7,Wicked: The Life and Times of the Wicked Witch of the West
6242,3,The End of the Affair
6242,7,Year of Wonders
6242,6,Oxygen
6242,7,The Cider House Rules
6242,8,One Day in the Life of Ivan Denisovich
6242,8,The Reader
6242,7,Empire Falls
6242,6,From Here to Eternity
6242,5,The Virgin Suicides
6242,5,The Ghost Road
6242,5,"Girl, Interrupted"
6242,8,Snow Falling on Cedars
6242,7,For Whom the Bell Tolls
6242,5,Tomcat in Love
6242,8,Cold Mountain
6242,7,The Color of Water: A Black Man's Tribute to His White Mother
6242,6,About a Boy
6242,6,High Fidelity
6251,8,Z for Zachariah
6251,10,"The Lion, the Witch and the Wardrobe"
6251,10,Stuart Little
6251,10,The Tao of Pooh
6251,9,The Pearl
6251,9,Charlie and the Chocolate Factory
6251,8,A Simple Plan
6251,6,House of Sand and Fog
6251,10,The Indian in the Cupboard
6251,8,Blu's Hanging
6251,7,American Gods
6251,8,Coraline
6251,10,The Neverending Story
6251,10,The Prophet
6251,10,The Phantom Tollbooth
6251,7,Red Dragon
6251,6,Hannibal
6251,10,A Wind in the Door
6251,10,A Wrinkle in Time
6251,10,Good Omens
6251,9,Tourist Season
6251,7,Hell to Pay
6251,10,Parable of the Sower
6251,10,Dicey's Song
6251,9,The Te of Piglet
6251,7,The Scarlet Letter
6251,10,Johnny Got His Gun
6251,10,Stuart Little
6251,8,The Secret Life of Bees
6251,10,The Long Dark Tea-Time of the Soul
6251,10,Dirk Gently's Holistic Detective Agency
6251,8,Lucky You
6251,7,A Year in Provence
6251,8,Snow Falling on Cedars
6251,7,Babyhood
6251,8,Shopgirl
6251,10,Hope for the Flowers
6251,10,The Man Who Planted Trees
6323,7,The Egg and I
6323,3,Show of Evil
6323,2,Reign in Hell
6323,3,Postmortem
6323,8,In a Dry Season
6323,6,The Chamber
6323,2,24 Hours
6323,9,Circle of Friends
6323,8,Kiss the Girls
6323,7,A Darkness More Than Night
6323,6,Death du Jour
6532,9,I Am Legend
6532,9,The Door into Summer
6532,9,Cat's Cradle
6532,9,Breakfast of Champions
6532,4,Shattered
6532,7,Phantoms
6532,8,"He, She and It"
6532,9,Seize the Night
6532,8,The Green Mile
6543,10,Wicked: The Life and Times of the Wicked Witch of the West
6543,9,Triggerfish Twist
6543,6,The Great and Secret Show
6543,6,Imajica
6543,7,Rice
6543,9,The Secret Life of Bees
6543,6,Centaur Aisle
6543,8,Fahrenheit 451
6543,10,Basket Case
6543,7,Three Junes
6543,9,The Lust Lizard of Melancholy Cove
6543,7,Three Junes
6543,5,The Cat Who Brought Down the House
6543,8,Outlander
6543,8,Lucky You
6543,6,Blue Light
6543,10,On the Road
6543,10,Jitterbug Perfume
6543,8,A Monstrous Regiment of Women
6543,6,The Years of Rice and Salt
6543,10,The Highwayman
6543,8,Fight Club
6543,9,The Color of Water: A Black Man's Tribute to His White Mother
6563,9,The Bean Trees
6563,8,Wicked: The Life and Times of the Wicked Witch of the West
6563,5,When the Wind Blows
6563,8,Lucy Sullivan Is Getting Married
6563,8,Beach Music
6563,10,A Time to Kill
6563,9,Summer Sisters
6563,9,Four Blind Mice
6563,8,Blackberry Wine
6563,9,The Secret Life of Bees
6563,7,Wifey
6563,8,Smart Women
6563,9,Good in Bed
6563,10,The Five People You Meet in Heaven
6563,4,Mother of Pearl
6563,8,Atonement
6575,8,Five Quarters of the Orange
6575,4,Sure of You
6575,8,One Hundred Years of Solitude
6575,3,The Mysteries of Pittsburgh
6575,9,Wicked: The Life and Times of the Wicked Witch of the West
6575,8,Laughing Gas
6575,8,Cold Comfort Farm
6575,8,The Secret Life of Bees
6575,8,Popcorn
6575,9,The Eight
6575,7,The World According to Garp
6575,8,The Hitchhiker's Guide to the Galaxy
6575,9,Balzac and the Little Chinese Seamstress
6575,7,Three Junes
6575,4,Watership Down
6575,9,Coraline
6575,9,English Passengers
6575,7,A Map of the World
6575,9,Ali and Nino: A Love Story
6575,7,Kate Remembered
6575,8,An Instance of the Fingerpost
6575,1,A Bend in the Road
6575,7,Strip Tease
6575,5,Stormy Weather
6575,7,Sick Puppy
6575,2,Message in a Bottle
6575,8,The Promise
6575,9,The Chosen
6575,7,Coma
6575,8,One Flew Over the Cuckoo's Nest
6575,7,Boy's Life
6575,7,A Year in Provence
6575,6,The Rachel Papers
6575,8,The Virgin and the Gypsy
6575,8,The English Patient
6575,9,"Girl, Interrupted"
6575,7,Snow Falling on Cedars
6575,9,Best Friends
6575,3,Tomcat in Love
6575,9,Carter Beats the Devil
6575,9,The Joy Luck Club
6575,8,The Kitchen God's Wife
6575,8,The Haunted Bookshop
6575,8,Fingersmith
7105,8,Love in the Time of Cholera
7105,7,The Secret Life of Bees
7105,8,Knowledge of Angels
7105,10,Blackberry Wine
7105,10,Chocolat
7125,8,The Boy Next Door
7125,7,House of Sand and Fog
7125,7,Picture Perfect
7125,8,Geek Love
7125,8,By the Light of the Moon
7125,8,Good in Bed
7125,10,The Five People You Meet in Heaven
7158,9,Icy Sparks
7158,10,Sam's Letters to Jennifer
7158,8,Potshot
7158,7,Black and Blue
7158,10,The Notebook
7158,10,The Guardian
7158,8,The Wedding
7158,10,The Notebook
7158,9,A Walk to Remember
7158,9,The Rescue
7158,8,From the Corner of His Eye
7158,7,By the Light of the Moon
7158,8,The Face
7158,8,Jewel
7158,10,Intensity
7158,1,Dreamcatcher
7158,5,Beasts
7158,10,Island
7158,7,Face
7158,3,"Lost Boy, Lost Girl"
7158,9,The Girl Next Door
7210,8,Obasan
7210,9,Under the Skin
7210,3,The Pilot's Wife
7210,10,The Autobiography of Malcolm X
7210,9,Geek Love
7210,8,Anna Karenina
7210,9,The Color Purple
7283,9,Wicked: The Life and Times of the Wicked Witch of the West
7283,8,Rising Sun
7283,8,Black House
7283,10,The Reader
7283,9,The Da Vinci Code
7283,10,A Painted House
7283,5,The Lad and the Lion
7283,9,Vampire$
7283,10,To Say Nothing of the Dog
7283,8,Contact
7283,7,From a Buick 8
7283,8,Good in Bed
7283,10,The Time Traveler's Wife
7286,10,Fahrenheit 451
7286,10,Lord of the Flies
7286,9,Esperanza Rising
7286,10,The Seeing Stone
7286,8,Tales of a Fourth Grade Nothing
7286,10,Heidi
7346,8,The Boy Next Door
7346,7,Wicked: The Life and Times of the Wicked Witch of the West
7346,8,Gaudy Night
7346,8,Strong Poison
7346,7,Freaky Friday
7346,6,Cold Comfort Farm
7346,8,I Capture the Castle
7346,7,Centaur Aisle
7346,8,Moreta: Dragonlady of Pern
7346,8,Dragon on a Pedestal
7346,9,The Source of Magic
7346,10,Dragonquest
7346,9,A Prayer for Owen Meany
7346,8,Jurassic Park
7346,9,Rising Sun
7346,7,Disclosure
7346,8,Empire Falls
7346,8,Christy
7346,8,Whose Body?
7346,8,The Ladies of Missalonghi
7346,9,Rebecca
7346,9,Coraline
7346,8,The Hot Zone
7346,7,Pamela
7346,7,Black Notice
7346,8,The Body Farm
7346,8,From Potter's Field
7346,8,Atlantis Found
7346,9,The Runaway Jury
7346,10,The Street Lawyer
7346,9,The Testament
7346,8,The Brethren
7346,8,The Summons
7346,7,Tales of a Fourth Grade Nothing
7346,7,Tuck Everlasting
7346,9,Crocodile on the Sandbank
7346,7,Presumed Innocent
7346,8,Gone with the Wind
7346,8,Lucifer's Hammer
7346,10,Pride and Prejudice
7346,8,Animal Farm
7346,8,The Cat Who Could Read Backwards
7346,9,Anne's House of Dreams
7346,10,Dragonsinger
7346,8,Of Mice and Men
7346,10,To Say Nothing of the Dog
7346,10,Charlotte's Web
7346,8,The Color Purple
7346,9,Romeo and Juliet
7346,7,Kitchen
7346,7,The Five People You Meet in Heaven
7346,8,Peace Like a River
7346,9,The Joy Luck Club
7346,8,The Kitchen God's Wife
7346,9,Lion in the Valley
7346,8,Hinds' Feet on High Places
7346,8,Lady Molly of Scotland Yard
7841,9,Wicked: The Life and Times of the Wicked Witch of the West
7841,8,Matilda
7841,10,My Side of the Mountain
7841,7,The Catcher in the Rye
7841,9,Into the Wild
7841,5,To Kill a Mockingbird
7841,8,"Rabbit, Run"
7841,9,One Flew Over the Cuckoo's Nest
7841,9,We the Living
7841,9,Where the Red Fern Grows
7841,9,The Giver
7841,10,Icy Sparks
7913,8,War and Remembrance
7913,6,The Murder Book
7913,7,The Fourth Hand
7913,5,Goodbye California
7913,6,The Outsiders
7913,6,First Light
7915,10,Circle of Friends
7915,10,The Da Vinci Code
7915,8,Breathing Lessons
7915,9,Outlander
7915,10,Dragonfly in Amber
7915,7,Summer Sisters
7915,7,A Yellow Raft in Blue Water
7915,6,The Prime of Miss Jean Brodie
7915,5,The English Patient
7915,10,The Five People You Meet in Heaven
7958,9,Chocolat
7958,10,I Never Promised You a Rose Garden
7958,9,Around the World in Eighty Days
7958,8,The Great Gatsby
7958,8,Animal Farm
7958,10,The Joy Luck Club
7958,9,The Kitchen God's Wife
7958,10,The Bonesetter's Daughter
7980,6,Darwin's Children
7980,7,Fallen Dragon
7980,8,Look to Windward
7980,10,Blood Music
7980,7,The Chronoliths
8019,9,The Silmarillion
8019,10,Up the Down Staircase
8019,8,Dragonsbane
8019,9,Job: A Comedy of Justice
8019,7,The Chamber
8019,8,The Shakespeare Stealer
8019,6,The Bourne Supremacy
8019,4,The Osterman Weekend
8019,10,Christine
8019,10,Dolores Claiborne
8066,8,Two Old Women
8066,8,Chocolat
8066,10,The Secret Life of Bees
8066,9,Life of Pi
8066,7,A Painted House
8066,8,Good in Bed
8066,7,Cold Mountain
8066,7,High Fidelity
8067,10,The Boy Next Door
8067,9,Nobody's Baby But Mine
8067,10,The Partner
8067,6,The Boy Next Door
8067,2,Purity in Death
8067,8,Message in a Bottle
8067,8,Impulse
8067,10,Caucasia
8245,9,Beauty: A Retelling of the Story of Beauty and the Beast
8245,9,Year of Wonders
8245,9,Life of Pi
8245,8,The Little Prince
8245,7,The Eight
8245,9,Lucy Sullivan Is Getting Married
8245,9,Outlander
8245,9,Echoes
8245,9,The Firm
8245,7,Dragonfly in Amber
8245,8,The Partner
8245,10,The Fountainhead
8245,6,We Were the Mulvaneys
8245,9,The Prince of Tides
8245,8,Jewel
8245,9,Beauty
8245,9,A Fine Balance
8245,9,Cloud Nine
8253,9,The Bean Trees
8253,7,One Hundred Years of Solitude
8253,10,Brave New World
8253,8,The God of Small Things
8253,10,A Tale of Time City
8253,10,Haroun and the Sea of Stories
8253,9,The Island of the Day Before
8253,10,I Capture the Castle
8253,10,The World According to Garp
8253,10,House of Leaves
8253,7,Empire Falls
8253,10,Coraline
8253,10,Herland
8253,10,The Other
8253,9,The Firm
8253,10,To Kill a Mockingbird
8253,10,The Notebook
8253,10,Nights in Rodanthe
8253,10,The Handmaid's Tale
8253,5,Treasure Island
8253,10,A Tale of Two Cities
8253,9,Passage
8253,10,Heat and Dust
8253,10,Snow Falling on Cedars
8253,9,This Present Darkness
8362,7,And Then There Were None
8362,8,Message in a Bottle
8362,8,We Were the Mulvaneys
8362,6,Jacob's Room
8362,9,The Member of the Wedding
8362,8,Doomsday Book
8362,6,Sole Survivor
8362,9,The Kitchen God's Wife
8454,8,Lost
8454,6,The Screwtape Letters
8454,7,Immortality
8454,8,The God of Small Things
8454,10,Wicked: The Life and Times of the Wicked Witch of the West
8454,6,I Know This Much Is True
8454,9,Big Fish: A Novel of Mythic Proportions
8454,7,Icy Sparks
8454,5,Cause Celeb
8454,9,The Secret Life of Bees
8454,9,Life of Pi
8454,7,The Mermaids Singing
8454,6,A Map of the World
8454,8,Holes
8454,10,Bastard Out of Carolina
8454,7,Scarlet Feather
8454,10,A Year in Provence
8454,8,Good in Bed
8454,5,About a Boy
8681,8,Pilgrim
8681,8,The Discovery of Heaven
8681,9,The Secret Life of Bees
8681,7,The Fencing Master
8681,9,The Club Dumas
8681,9,The Storyteller
8681,7,The Mists of Avalon
8681,10,The War of Don Emmanuel's Nether Parts
8681,10,The Troublesome Offspring of Cardinal Guzman
8681,9,The Three-Arched Bridge
8681,10,House of Leaves
8681,9,Cat's Eye
8681,8,Surfacing
8681,7,Lady Oracle
8681,6,Choke
8681,8,Invisible Monsters
8681,10,The Handmaid's Tale
8681,9,Lady of Avalon
8681,7,Another Roadside Attraction
8681,7,Bodily Harm
8681,7,The Edible Woman
8681,8,The Robber Bride
8681,7,The Alienist
8681,4,Neanderthal
8681,9,The Sparrow
8681,9,Glory
8681,8,The Real Life of Sebastian Knight
8681,8,Bend Sinister
8681,7,The Game
8681,8,The English Patient
8681,7,Messiah
8681,10,Reading Lolita in Tehran: A Memoir in Books
8681,10,An Instance of the Fingerpost
8681,10,High Fidelity
8681,8,About a Boy
8695,9,Pastime
8695,8,Ceremony
8695,9,A Catskill Eagle
8695,9,The Godwulf Manuscript
8695,8,Looking for Rachel Wallace
8695,8,The Widening Gyre
8734,7,The Tortilla Curtain
8734,9,The Da Vinci Code
8734,8,A Little Princess
8734,9,The Handmaid's Tale
8734,7,The Bluest Eye
8734,9,Skinny Legs and All
8734,8,Go Ask Alice
8734,8,Kitchen
8734,5,Sisters
8782,10,Charlie and the Chocolate Factory
8782,9,Skellig
8782,10,2001: A Space Odyssey
8782,10,Hatchet
8782,9,The Five People You Meet in Heaven
8801,9,Wicked: The Life and Times of the Wicked Witch of the West
8801,8,Chasing Redbird
8801,8,The Catcher in the Rye
8801,8,Rebecca
8801,7,The Summons
8801,10,I Know Why the Caged Bird Sings
8801,5,The Stranger
8872,8,When the Wind Blows
8872,8,2nd Chance
8872,9,Mortal Fear
8872,9,24 Hours
8872,9,Trapped
8936,10,Hornet's Nest
8936,9,The Body Farm
8936,9,"That Was Then, This Is Now"
8936,9,Desperation
8936,9,Desperation
8936,7,Body of Evidence
8936,6,Obsession
8936,9,Bliss
8971,10,The Light of Other Days
8971,4,Childhood's End
8971,9,The Autobiography of Malcolm X
8971,10,Doomsday Book
8971,9,QED
8971,2,Ender's Game
9227,7,Timeline
9227,8,The Accidental Tourist
9227,8,Watchers
9227,9,The Brethren
9227,7,Strands of Starlight
9227,8,Blackout
9227,9,Dragonsinger
9417,6,The Silmarillion
9417,8,Stuart Little
9417,10,Coraline
9417,5,Dune
9417,6,Shattered
9417,3,Twilight Eyes
9417,5,Crossings
9417,5,Fine Things
9417,7,To Kill a Mockingbird
9417,8,The Forest House
9417,7,By the Light of the Moon
9417,5,Heaven
9417,5,Dark Angel
9417,5,Gates of Paradise
9417,7,The Outsider
9747,10,Silent Honor
9747,10,Secrets
